Instance & Avg Front Size & Avg uHV & Time (80.0\%) \\
C1_2_1 & 2.3 & 0.9292 & 1199.3\\
C1_2_2 & 4.8 & 1.1189 & 1017.2\\
C1_2_3 & 4.0 & 1.0637 & 1261.7\\
C1_2_4 & 4.0 & 0.9817 & 1647.9\\
C1_2_5 & 1.5 & 0.9355 & 1328.4\\
C1_2_6 & 3.9 & 0.9131 & 1327.3\\
C1_2_7 & 2.3 & 0.5216 & 2162.0\\
C1_2_8 & 1.5 & 0.4402 & 2290.7\\
C1_2_9 & 1.0 & 0.4893 & 2035.2\\
C1_2_10 & 1.1 & 0.5838 & 1936.1\\
C2_2_1 & 1.1 & 0.4939 & 1581.5\\
C2_2_2 & 6.3 & 0.4639 & 1849.3\\
C2_2_3 & 13.5 & 0.5326 & 1921.9\\
C2_2_4 & 10.5 & 0.5119 & 2062.1\\
C2_2_5 & 1.4 & 0.494 & 1666.1\\
C2_2_6 & 3.1 & 0.4789 & 1793.8\\
C2_2_7 & 1.9 & 0.46 & 1911.2\\
C2_2_8 & 1.6 & 0.4632 & 1832.0\\
C2_2_9 & 5.2 & 0.4759 & 1922.8\\
C2_2_10 & 1.9 & 0.4629 & 1889.2\\
R1_2_1 & 109.6 & 0.8822 & 695.5\\
R1_2_2 & 91.8 & 0.8945 & 906.5\\
R1_2_3 & 68.6 & 0.919 & 1079.1\\
R1_2_4 & 32.8 & 1.0215 & 1143.1\\
R1_2_5 & 66.7 & 0.8866 & 1067.9\\
R1_2_6 & 68.8 & 0.9068 & 1174.4\\
R1_2_7 & 46.7 & 0.962 & 1147.7\\
R1_2_8 & 18.5 & 1.1454 & 1209.9\\
R1_2_9 & 49.3 & 0.8774 & 1519.5\\
R1_2_10 & 31.8 & 0.9916 & 1233.2\\
R2_2_1 & 111.0 & 0.8981 & 504.7\\
R2_2_2 & 97.1 & 0.8734 & 910.3\\
R2_2_3 & 77.3 & 0.8543 & 1434.2\\
R2_2_4 & 45.3 & 0.9388 & 1317.4\\
R2_2_5 & 71.8 & 0.8899 & 1014.3\\
R2_2_6 & 70.3 & 0.8768 & 1224.5\\
R2_2_7 & 52.8 & 0.8359 & 1844.2\\
R2_2_8 & 28.5 & 0.9319 & 1491.6\\
R2_2_9 & 60.4 & 0.8936 & 940.6\\
R2_2_10 & 44.6 & 0.8962 & 1356.0\\
