Category 	 ID 	 Algorithm 	 idRun 	 HV 	 Time
C1	_2_2	fbd3	22	1.08511	1103.95
C1	_2_2	fbd3	23	1.23234	1029.37
C1	_2_2	fbd3	24	1.06454	851.31
C1	_2_2	fbd3	25	1.24748	1014.3
C1	_2_2	fbd3	26	1.24785	986.52
C1	_2_2	fbd3	27	1.2451	1184.07
C1	_2_2	fbd3	28	1.24453	756.62
C1	_2_2	fbd3	29	1.20192	652.77
C1	_2_2	fbd3	30	1.20482	777.93
C1	_2_2	moeadls	1	0.0	2880.08
C1	_2_2	moeadls	2	0.0	2883.99
C1	_2_2	moeadls	3	0.0	2884.04
C1	_2_2	moeadls	4	0.0	2882.67
C1	_2_2	moeadls	5	0.0	2880.59
C1	_2_2	moeadls	6	0.0	2882.99
C1	_2_2	moeadls	7	0.0	2883.78
C1	_2_2	moeadls	8	0.0	2882.9
C1	_2_2	moeadls	9	0.0	2889.18
C1	_2_2	moeadls	10	0.0	2882.51
C1	_2_2	moeadls	11	0.0	2882.65
C1	_2_2	moeadls	12	0.0	2880.04
C1	_2_2	moeadls	13	0.0	2899.82
C1	_2_2	moeadls	14	0.0	2882.51
C1	_2_2	moeadls	15	0.0	2884.08
C1	_2_2	moeadls	16	0.0	2881.26
C1	_2_2	moeadls	17	0.0	2880.09
C1	_2_2	moeadls	18	0.0	2880.23
C1	_2_2	moeadls	19	0.0	2880.06
C1	_2_2	moeadls	20	0.0	2890.45
C1	_2_2	moeadls	21	0.0	2884.16
C1	_2_2	moeadls	22	0.0	2880.02
C1	_2_2	moeadls	23	0.0	2880.62
C1	_2_2	moeadls	24	0.0	2880.89
C1	_2_2	moeadls	25	0.0	2881.38
C1	_2_2	moeadls	26	0.0	2883.19
C1	_2_2	moeadls	27	0.0	2884.64
C1	_2_2	moeadls	28	0.0	2880.33
C1	_2_2	moeadls	29	0.0	2881.59
C1	_2_2	moeadls	30	0.0	2884.57
C1	_2_3	bd1	1	0.3131	2882.52
C1	_2_3	bd1	2	0.10804	2884.42
C1	_2_3	bd1	3	0.10517	2881.03
C1	_2_3	bd1	4	0.0	2900.93
C1	_2_3	bd1	5	0.0859	2880.47
C1	_2_3	bd1	6	0.77076	2903.74
C1	_2_3	bd1	7	0.74949	2881.35
C1	_2_3	bd1	8	0.4432	2880.66
C1	_2_3	bd1	9	0.0	2930.43
C1	_2_3	bd1	10	0.21421	2887.91
C1	_2_3	bd1	11	0.67755	2880.57
C1	_2_3	bd1	12	0.11576	2895.08
C1	_2_3	bd1	13	0.0	2883.94
C1	_2_3	bd1	14	0.31127	2880.61
C1	_2_3	bd1	15	0.0	2889.76
C1	_2_3	bd1	16	0.0	2931.81
C1	_2_3	bd1	17	0.11873	2942.84
C1	_2_3	bd1	18	0.18343	2900.57
C1	_2_3	bd1	19	0.02018	2882.58
C1	_2_3	bd1	20	0.2115	2901.21
C1	_2_3	bd1	21	0.0024	2880.35
C1	_2_3	bd1	22	0.31604	2880.11
C1	_2_3	bd1	23	0.34584	2897.96
C1	_2_3	bd1	24	0.0	2881.26
C1	_2_3	bd1	25	0.67685	2888.63
C1	_2_3	bd1	26	0.0	2931.03
C1	_2_3	bd1	27	0.47757	2883.33
C1	_2_3	bd1	28	0.0	2880.13
C1	_2_3	bd1	29	0.87893	2886.98
C1	_2_3	bd1	30	0.16083	2896.72
C1	_2_3	bd2	1	0.22542	2924.0
C1	_2_3	bd2	2	0.0	2901.41
C1	_2_3	bd2	3	0.14754	2880.49
C1	_2_3	bd2	4	0.05409	2899.49
C1	_2_3	bd2	5	0.26566	2882.71
