Instance & Avg Front Size & Avg uHV & Time (80.0\%) \\
C1_2_1 & 2.5 & 0.8334 & 2575.2\\
C1_2_2 & 6.1 & 0.2097 & 2897.7\\
C1_2_3 & 4.9 & 0.0907 & 2903.1\\
C1_2_4 & 2.3 & 0.0216 & 2897.4\\
C1_2_5 & 2.4 & 0.7204 & 2710.6\\
C1_2_6 & 3.9 & 0.6025 & 2763.9\\
C1_2_7 & 3.1 & 0.406 & 2833.2\\
C1_2_8 & 1.7 & 0.1981 & 2840.2\\
C1_2_9 & 1.2 & 0.0586 & 2903.1\\
C1_2_10 & 1.1 & 0.087 & 2913.1\\
C2_2_1 & 1.0 & 0.4962 & 2370.3\\
C2_2_2 & 3.8 & 0.1564 & 2885.2\\
C2_2_3 & 5.0 & 0.0761 & 2937.9\\
C2_2_4 & 3.5 & 0.0708 & 2941.3\\
C2_2_5 & 3.0 & 0.2425 & 2877.6\\
C2_2_6 & 2.7 & 0.0729 & 2910.1\\
C2_2_7 & 3.9 & 0.0104 & 2927.9\\
C2_2_8 & 2.1 & 0.0917 & 2915.3\\
C2_2_9 & 2.9 & 0.0489 & 2920.4\\
C2_2_10 & 2.2 & 0.0467 & 2943.2\\
R1_2_1 & 89.3 & 0.8677 & 1505.9\\
R1_2_2 & 67.9 & 0.8587 & 2000.8\\
R1_2_3 & 55.1 & 0.8564 & 2202.9\\
R1_2_4 & 24.6 & 0.854 & 2480.8\\
R1_2_5 & 59.0 & 0.8513 & 1755.9\\
R1_2_6 & 48.2 & 0.8559 & 2122.1\\
R1_2_7 & 41.5 & 0.8647 & 2296.1\\
R1_2_8 & 15.2 & 0.9183 & 2421.5\\
R1_2_9 & 44.6 & 0.8356 & 2290.2\\
R1_2_10 & 28.8 & 0.8979 & 2196.2\\
R2_2_1 & 78.5 & 0.8576 & 1807.5\\
R2_2_2 & 51.3 & 0.7953 & 2698.7\\
R2_2_3 & 37.3 & 0.7528 & 2877.9\\
R2_2_4 & 26.1 & 0.7139 & 2811.5\\
R2_2_5 & 46.0 & 0.7982 & 2662.0\\
R2_2_6 & 36.2 & 0.7554 & 2838.4\\
R2_2_7 & 24.3 & 0.6798 & 2896.0\\
R2_2_8 & 14.4 & 0.6508 & 2890.1\\
R2_2_9 & 37.3 & 0.8211 & 2610.3\\
R2_2_10 & 27.3 & 0.7293 & 2871.9\\
