Instance & Avg Front Size & Avg uHV & Time (80.0\%) \\
C1_2_1 & 2.1 & 0.8747 & 2359.1\\
C1_2_2 & 6.1 & 0.2984 & 2865.2\\
C1_2_3 & 5.2 & 0.1076 & 2892.9\\
C1_2_4 & 2.1 & 0.0372 & 2896.6\\
C1_2_5 & 2.3 & 0.6801 & 2706.3\\
C1_2_6 & 4.2 & 0.4504 & 2866.2\\
C1_2_7 & 2.3 & 0.3931 & 2875.3\\
C1_2_8 & 1.6 & 0.1112 & 2892.3\\
C1_2_9 & 1.4 & 0.0617 & 2905.4\\
C1_2_10 & 1.0 & 0.0636 & 2903.8\\
C2_2_1 & 1.1 & 0.4641 & 2474.6\\
C2_2_2 & 3.7 & 0.1653 & 2876.9\\
C2_2_3 & 4.0 & 0.0901 & 2924.0\\
C2_2_4 & 3.5 & 0.0641 & 2956.9\\
C2_2_5 & 3.0 & 0.2573 & 2822.8\\
C2_2_6 & 2.8 & 0.1171 & 2887.9\\
C2_2_7 & 3.6 & 0.0845 & 2915.6\\
C2_2_8 & 2.8 & 0.0871 & 2909.6\\
C2_2_9 & 2.9 & 0.0889 & 2934.9\\
C2_2_10 & 1.8 & 0.0172 & 2949.1\\
R1_2_1 & 67.5 & 0.8553 & 2212.0\\
R1_2_2 & 43.7 & 0.8197 & 2584.8\\
R1_2_3 & 29.7 & 0.7814 & 2762.4\\
R1_2_4 & 13.0 & 0.7313 & 2810.8\\
R1_2_5 & 42.5 & 0.8452 & 2326.8\\
R1_2_6 & 32.1 & 0.8078 & 2683.0\\
R1_2_7 & 19.4 & 0.8015 & 2732.1\\
R1_2_8 & 8.3 & 0.6945 & 2803.3\\
R1_2_9 & 30.9 & 0.8281 & 2562.9\\
R1_2_10 & 14.1 & 0.8006 & 2658.0\\
R2_2_1 & 44.4 & 0.824 & 2414.6\\
R2_2_2 & 24.5 & 0.7269 & 2835.5\\
R2_2_3 & 18.0 & 0.6286 & 2891.5\\
R2_2_4 & 7.4 & 0.4534 & 2975.2\\
R2_2_5 & 24.1 & 0.7465 & 2725.9\\
R2_2_6 & 14.1 & 0.6117 & 2897.9\\
R2_2_7 & 12.2 & 0.5244 & 2913.8\\
R2_2_8 & 6.7 & 0.4557 & 2897.9\\
R2_2_9 & 21.9 & 0.7142 & 2775.6\\
R2_2_10 & 12.1 & 0.5942 & 2891.6\\
