Instance & Avg Front Size & Avg uHV & Time (80.0\%) \\
C1_2_1 & 2.0 & 0.9989 & 594.6\\
C1_2_2 & 6.1 & 1.1489 & 1024.6\\
C1_2_3 & 4.3 & 1.1058 & 1380.9\\
C1_2_4 & 2.7 & 1.0433 & 1700.1\\
C1_2_5 & 1.5 & 0.9535 & 1067.4\\
C1_2_6 & 3.4 & 0.9513 & 1144.5\\
C1_2_7 & 1.1 & 0.5656 & 1898.3\\
C1_2_8 & 1.4 & 0.4815 & 2123.0\\
C1_2_9 & 1.1 & 0.4797 & 2172.4\\
C1_2_10 & 1.1 & 0.5804 & 1913.3\\
C2_2_1 & 1.1 & 0.501 & 1600.9\\
C2_2_2 & 7.9 & 0.4608 & 1878.5\\
C2_2_3 & 10.9 & 0.5277 & 2035.6\\
C2_2_4 & 12.4 & 0.5436 & 2010.8\\
C2_2_5 & 1.0 & 0.4922 & 1679.0\\
C2_2_6 & 4.1 & 0.4867 & 1743.7\\
C2_2_7 & 2.6 & 0.4926 & 1864.2\\
C2_2_8 & 1.4 & 0.469 & 1833.2\\
C2_2_9 & 2.7 & 0.4927 & 1909.8\\
C2_2_10 & 1.6 & 0.48 & 1888.3\\
R1_2_1 & 104.2 & 0.8814 & 663.6\\
R1_2_2 & 85.5 & 0.8851 & 1041.3\\
R1_2_3 & 68.8 & 0.9131 & 1061.9\\
R1_2_4 & 34.1 & 0.9946 & 1249.9\\
R1_2_5 & 67.3 & 0.8782 & 1000.9\\
R1_2_6 & 63.9 & 0.8933 & 1193.2\\
R1_2_7 & 48.2 & 0.9509 & 1192.5\\
R1_2_8 & 20.5 & 1.1119 & 1205.9\\
R1_2_9 & 52.5 & 0.8771 & 1444.6\\
R1_2_10 & 30.2 & 0.9814 & 1201.9\\
R2_2_1 & 106.0 & 0.8988 & 524.0\\
R2_2_2 & 92.6 & 0.8647 & 1000.5\\
R2_2_3 & 70.6 & 0.8512 & 1446.0\\
R2_2_4 & 43.0 & 0.9274 & 1513.8\\
R2_2_5 & 70.5 & 0.8932 & 879.6\\
R2_2_6 & 67.0 & 0.8749 & 1218.1\\
R2_2_7 & 46.3 & 0.8271 & 2088.1\\
R2_2_8 & 27.3 & 0.9055 & 1760.8\\
R2_2_9 & 58.3 & 0.8889 & 1061.8\\
R2_2_10 & 43.3 & 0.8903 & 1331.6\\
