Category 	 ID 	 Algorithm 	 idRun 	 HV 	 Time
C2	01	bd1	8	1.002	209.17
C2	01	bd1	9	1.002	184.24
C2	01	bd1	10	1.002	219.85
C2	01	bd1	11	1.002	176.25
C2	01	bd1	12	1.002	159.81
C2	01	bd1	13	1.002	268.08
C2	01	bd1	14	1.002	147.62
C2	01	bd1	15	1.002	244.0
C2	01	bd1	16	1.002	213.57
C2	01	bd1	17	1.002	120.56
C2	01	bd1	18	1.002	113.67
C2	01	bd1	19	1.002	204.03
C2	01	bd1	20	1.002	153.95
C2	01	bd1	21	1.002	273.69
C2	01	bd1	22	1.002	216.82
C2	01	bd1	23	1.002	227.09
C2	01	bd1	24	1.002	187.05
C2	01	bd1	25	1.002	278.99
C2	01	bd1	26	1.002	285.25
C2	01	bd1	27	1.002	104.07
C2	01	bd1	28	1.002	154.78
C2	01	bd1	29	1.002	232.6
C2	01	bd1	30	1.002	156.85
C2	01	bd2	1	1.002	148.89
C2	01	bd2	2	1.002	153.78
C2	01	bd2	3	1.002	188.58
C2	01	bd2	4	1.002	206.57
C2	01	bd2	5	1.002	136.82
C2	01	bd2	6	1.002	124.34
C2	01	bd2	7	1.002	131.68
C2	01	bd2	8	1.002	161.02
C2	01	bd2	9	1.002	238.3
C2	01	bd2	10	1.002	242.96
C2	01	bd2	11	1.002	314.77
C2	01	bd2	12	1.002	231.83
C2	01	bd2	13	1.002	125.6
C2	01	bd2	14	1.002	227.0
C2	01	bd2	15	1.002	275.7
C2	01	bd2	16	1.002	116.09
C2	01	bd2	17	1.002	130.39
C2	01	bd2	18	1.002	85.52
C2	01	bd2	19	1.002	102.06
C2	01	bd2	20	1.002	179.04
C2	01	bd2	21	1.002	224.27
C2	01	bd2	22	1.002	193.06
C2	01	bd2	23	1.002	75.28
C2	01	bd2	24	1.002	57.49
C2	01	bd2	25	1.002	215.24
C2	01	bd2	26	1.002	254.31
C2	01	bd2	27	1.002	145.84
C2	01	bd2	28	1.002	175.17
C2	01	bd2	29	1.002	156.97
C2	01	bd2	30	1.002	111.7
C2	01	bd3	1	1.002	114.33
C2	01	bd3	2	1.002	160.6
C2	01	bd3	3	1.002	324.4
C2	01	bd3	4	1.002	261.4
C2	01	bd3	5	1.002	150.75
C2	01	bd3	6	1.002	233.98
C2	01	bd3	7	1.002	240.58
C2	01	bd3	8	1.002	233.9
C2	01	bd3	9	1.002	84.82
C2	01	bd3	10	1.002	77.87
C2	01	bd3	11	1.002	146.26
C2	01	bd3	12	1.002	154.06
C2	01	bd3	13	1.002	190.94
C2	01	bd3	14	1.002	183.11
C2	01	bd3	15	1.002	159.54
C2	01	bd3	16	1.002	223.56
C2	01	bd3	17	1.002	127.64
C2	01	bd3	18	1.002	205.08
C2	01	bd3	19	1.002	260.39
C2	01	bd3	20	1.002	101.61
C2	01	bd3	21	1.002	219.64
C2	01	bd3	22	1.002	123.56
C2	01	bd3	23	1.002	125.52
C2	01	bd3	24	1.002	147.15
C2	01	bd3	25	1.002	170.32
C2	01	bd3	26	1.002	189.01
C2	01	bd3	27	1.002	251.16
C2	01	bd3	28	1.002	197.49
C2	01	bd3	29	1.002	134.41
C2	01	bd3	30	1.002	180.92
C2	01	moeadls	1	1.002	383.41
C2	01	moeadls	2	1.002	74.42
C2	01	moeadls	3	1.002	48.08
C2	01	moeadls	4	1.002	641.37
C2	01	moeadls	5	1.002	321.78
C2	01	moeadls	6	1.002	26.94
C2	01	moeadls	7	1.002	123.41
C2	01	moeadls	8	1.002	16.78
C2	01	moeadls	9	1.002	67.19
C2	01	moeadls	10	0.0	720.69
C2	01	moeadls	11	1.002	42.2
C2	01	moeadls	12	1.002	52.66
C2	01	moeadls	13	1.002	36.4
C2	01	moeadls	14	1.002	32.58
C2	01	moeadls	15	1.002	365.5
C2	01	moeadls	16	1.002	74.65
C2	01	moeadls	17	1.002	40.39
C2	01	moeadls	18	1.002	17.85
C2	01	moeadls	19	1.002	603.18
C2	01	moeadls	20	1.002	588.34
C2	01	moeadls	21	0.64857	720.03
C2	01	moeadls	22	1.002	49.85
C2	01	moeadls	23	1.002	148.61
C2	01	moeadls	24	1.002	48.37
C2	01	moeadls	25	1.002	11.14
C2	01	moeadls	26	1.002	34.57
C2	01	moeadls	27	0.72333	720.05
C2	01	moeadls	28	1.002	66.6
C2	01	moeadls	29	1.002	54.63
C2	01	moeadls	30	1.002	19.31
C2	02	fbd1	1	1.002	54.68
C2	02	fbd1	2	1.002	45.71
C2	02	fbd1	3	1.002	51.36
C2	02	fbd1	4	1.002	77.14
C2	02	fbd1	5	1.002	52.02
C2	02	fbd1	6	1.002	49.22
C2	02	fbd1	7	1.002	60.13
C2	02	fbd1	8	1.002	54.76
C2	02	fbd1	9	1.002	43.82
C2	02	fbd1	10	1.002	48.63
C2	02	fbd1	11	1.002	50.74
C2	02	fbd1	12	1.002	62.02
C2	02	fbd1	13	1.002	60.72
C2	02	fbd1	14	1.002	39.11
C2	02	fbd1	15	1.002	56.25
C2	02	fbd1	16	1.002	61.88
C2	02	fbd1	17	1.002	51.97
C2	02	fbd1	18	1.002	44.22
C2	02	fbd1	19	1.002	28.67
C2	02	fbd1	20	1.002	43.63
C2	02	fbd1	21	1.002	50.52
C2	02	fbd1	22	1.002	58.72
C2	02	fbd1	23	1.002	37.47
C2	02	fbd1	24	1.002	43.55
C2	02	fbd1	25	1.002	55.17
C2	02	fbd1	26	1.002	58.51
C2	02	fbd1	27	1.002	61.34
C2	02	fbd1	28	1.002	34.69
C2	02	fbd1	29	1.002	66.53
C2	02	fbd1	30	1.002	47.59
C2	02	fbd2	1	1.002	34.53
C2	02	fbd2	2	1.002	68.43
C2	02	fbd2	3	1.002	262.73
C2	02	fbd2	4	1.002	56.15
C2	02	fbd2	5	1.002	88.97
C2	02	fbd2	6	1.002	47.16
C2	02	fbd2	7	1.002	71.47
C2	02	fbd2	8	1.002	54.03
C2	02	fbd2	9	1.002	99.97
C2	02	fbd2	10	1.002	60.0
C2	02	fbd2	11	1.002	59.1
C2	02	fbd2	12	1.002	70.98
C2	02	fbd2	13	1.002	91.66
C2	02	fbd2	14	1.002	63.85
C2	02	fbd2	15	1.002	62.75
C2	02	fbd2	16	1.002	66.56
C2	02	fbd2	17	1.002	57.35
C2	02	fbd2	18	1.002	55.4
C2	02	fbd2	19	1.002	270.83
C2	02	fbd2	20	1.002	52.35
C2	02	fbd2	21	0.75732	720.53
C2	02	fbd2	22	1.002	63.06
C2	02	fbd2	23	1.002	60.65
C2	02	fbd2	24	1.002	46.52
C2	02	fbd2	25	1.002	67.46
C2	02	fbd2	26	1.002	50.18
C2	02	fbd2	27	1.002	67.52
C2	02	fbd2	28	1.002	53.35
C2	02	fbd2	29	1.002	59.73
C2	02	fbd2	30	1.002	38.57
C2	02	fbd3	1	0.75732	720.12
C2	02	fbd3	2	0.75732	720.15
C2	02	fbd3	3	1.002	174.37
C2	02	fbd3	4	1.002	43.81
C2	02	fbd3	5	1.002	71.82
C2	02	fbd3	6	1.002	63.55
C2	02	fbd3	7	1.002	84.82
C2	02	fbd3	8	0.75732	720.69
C2	02	fbd3	9	1.002	75.77
C2	02	fbd3	10	1.002	55.49
C2	02	fbd3	11	1.002	99.05
C2	02	fbd3	12	1.002	55.29
C2	02	fbd3	13	1.002	55.26
C2	02	fbd3	14	1.002	77.18
C2	02	fbd3	15	1.002	74.21
C2	02	fbd3	16	1.002	65.65
C2	02	fbd3	17	1.002	59.99
C2	02	fbd3	18	1.002	76.09
C2	02	fbd3	19	1.002	51.21
C2	02	fbd3	20	0.75732	720.47
C2	02	fbd3	21	0.75732	720.45
C2	02	fbd3	22	1.002	77.18
C2	02	fbd3	23	1.002	43.77
C2	02	fbd3	24	1.002	75.53
C2	02	fbd3	25	1.002	62.53
C2	02	fbd3	26	1.002	42.21
C2	02	fbd3	27	0.75732	720.33
C2	02	fbd3	28	1.002	76.81
C2	02	fbd3	29	1.002	74.03
C2	02	fbd3	30	1.002	52.82
C2	02	bd1	1	1.002	278.23
C2	02	bd1	2	1.002	269.43
C2	02	bd1	3	1.002	199.89
C2	02	bd1	4	1.002	184.72
C2	02	bd1	5	1.002	313.75
C2	02	bd1	6	1.002	221.04
C2	02	bd1	7	1.002	296.24
C2	02	bd1	8	1.002	338.84
C2	02	bd1	9	1.002	189.51
C2	02	bd1	10	1.002	305.93
C2	02	bd1	11	1.002	355.15
C2	02	bd1	12	1.002	199.19
C2	02	bd1	13	1.002	315.43
C2	02	bd1	14	1.002	280.12
C2	02	bd1	15	1.002	243.6
C2	02	bd1	16	1.002	322.28
C2	02	bd1	17	1.002	238.61
C2	02	bd1	18	1.002	282.2
C2	02	bd1	19	0.75732	720.01
C2	02	bd1	20	1.002	331.67
C2	02	bd1	21	0.75732	720.06
C2	02	bd1	22	1.002	394.08
C2	02	bd1	23	1.002	239.27
C2	02	bd1	24	1.002	192.31
C2	02	bd1	25	1.002	257.37
C2	02	bd1	26	1.002	202.65
C2	02	bd1	27	1.002	201.99
C2	02	bd1	28	1.002	304.91
C2	02	bd1	29	1.002	437.46
C2	02	bd1	30	1.002	264.0
C2	02	bd2	1	1.002	209.15
C2	02	bd2	2	1.002	202.38
C2	02	bd2	3	1.002	281.55
C2	02	bd2	4	1.002	297.86
C2	02	bd2	5	1.002	267.89
C2	02	bd2	6	1.002	330.19
C2	02	bd2	7	1.002	445.57
C2	02	bd2	8	1.002	435.04
C2	02	bd2	9	1.002	597.29
C2	02	bd2	10	1.002	283.09
C2	02	bd2	11	1.002	260.81
C2	02	bd2	12	1.002	212.0
C2	02	bd2	13	1.002	243.11
C2	02	bd2	14	1.002	282.5
C2	02	bd2	15	1.002	249.44
C2	02	bd2	16	1.002	311.95
C2	02	bd2	17	1.002	302.92
C2	02	bd2	18	1.002	262.46
C2	02	bd2	19	1.002	191.52
C2	02	bd2	20	1.002	340.55
C2	02	bd2	21	1.002	333.34
C2	02	bd2	22	1.002	299.64
C2	02	bd2	23	1.002	257.25
C2	02	bd2	24	1.002	715.9
C2	02	bd2	25	1.002	400.37
C2	02	bd2	26	1.002	131.89
C2	02	bd2	27	1.002	310.14
C2	02	bd2	28	1.002	198.51
C2	02	bd2	29	1.002	286.49
C2	02	bd2	30	1.002	302.68
C2	02	bd3	1	1.002	296.59
C2	02	bd3	2	1.002	331.7
C2	02	bd3	3	1.002	236.64
C2	02	bd3	4	1.002	219.37
C2	02	bd3	5	1.002	314.82
C2	02	bd3	6	1.002	268.54
C2	02	bd3	7	0.75732	720.02
C2	02	bd3	8	1.002	203.66
C2	02	bd3	9	0.74712	720.48
C2	02	bd3	10	1.002	233.62
C2	02	bd3	11	1.002	181.47
C2	02	bd3	12	1.002	179.94
C2	02	bd3	13	1.002	176.06
C2	02	bd3	14	0.75732	720.02
C2	02	bd3	15	1.002	354.75
C2	02	bd3	16	1.002	279.46
C2	02	bd3	17	1.002	458.33
C2	02	bd3	18	0.74712	720.35
C2	02	bd3	19	1.002	317.68
C2	02	bd3	20	1.002	672.79
C2	02	bd3	21	0.74712	720.02
C2	02	bd3	22	1.002	332.82
C2	02	bd3	23	1.002	294.08
C2	02	bd3	24	0.75732	720.02
C2	02	bd3	25	1.002	325.64
C2	02	bd3	26	1.002	289.23
C2	02	bd3	27	1.002	261.97
C2	02	bd3	28	1.002	337.46
C2	02	bd3	29	0.74712	720.54
C2	02	bd3	30	0.75732	720.16
C2	02	moeadls	1	0.72589	720.53
C2	02	moeadls	2	1.002	63.32
C2	02	moeadls	3	0.72589	720.33
C2	02	moeadls	4	0.8975	109.09
C2	02	moeadls	5	0.63157	720.31
C2	02	moeadls	6	0.8975	65.89
C2	02	moeadls	7	0.72589	720.2
C2	02	moeadls	8	0.72589	720.6
C2	02	moeadls	9	0.5738	720.2
C2	02	moeadls	10	0.68595	720.25
C2	02	moeadls	11	0.62138	720.55
C2	02	moeadls	12	0.71059	720.08
C2	02	moeadls	13	0.71059	720.31
C2	02	moeadls	14	0.72589	720.62
C2	02	moeadls	15	0.72589	720.73
C2	02	moeadls	16	0.86607	94.13
C2	02	moeadls	17	0.5891	720.0
C2	02	moeadls	18	0.72589	720.49
C2	02	moeadls	19	1.002	198.11
C2	02	moeadls	20	0.63583	720.23
C2	02	moeadls	21	0.59759	720.07
C2	02	moeadls	22	0.74712	720.19
C2	02	moeadls	23	0.6987	720.33
C2	02	moeadls	24	0.8975	47.81
C2	02	moeadls	25	0.8975	52.66
C2	02	moeadls	26	0.72589	720.03
C2	02	moeadls	27	0.70974	720.01
C2	02	moeadls	28	0.63157	720.03
C2	02	moeadls	29	0.74712	720.69
C2	02	moeadls	30	0.72589	720.21
C2	03	fbd1	1	0.89572	70.54
C2	03	fbd1	2	0.88552	55.01
C2	03	fbd1	3	0.92293	44.4
C2	03	fbd1	4	0.89572	71.88
C2	03	fbd1	5	1.002	74.02
C2	03	fbd1	6	0.89828	65.0
C2	03	fbd1	7	0.89572	36.63
C2	03	fbd1	8	0.89572	60.63
C2	03	fbd1	9	0.92293	58.68
C2	03	fbd1	10	0.88638	76.01
C2	03	fbd1	11	0.89828	78.42
C2	03	fbd1	12	0.88382	43.11
C2	03	fbd1	13	0.89572	38.28
C2	03	fbd1	14	0.89828	50.51
C2	03	fbd1	15	0.92293	83.56
C2	03	fbd1	16	0.92548	50.64
C2	03	fbd1	17	0.88638	76.48
C2	03	fbd1	18	0.88552	68.71
C2	03	fbd1	19	0.89828	56.28
C2	03	fbd1	20	0.89572	38.72
C2	03	fbd1	21	1.002	80.6
C2	03	fbd1	22	0.88552	92.28
C2	03	fbd1	23	1.002	43.07
C2	03	fbd1	24	1.002	99.62
C2	03	fbd1	25	0.89828	82.07
C2	03	fbd1	26	0.775	720.03
C2	03	fbd1	27	0.92548	64.3
C2	03	fbd1	28	1.002	76.04
C2	03	fbd1	29	1.002	81.97
C2	03	fbd1	30	0.89828	82.53
C2	03	fbd2	1	0.89572	81.34
C2	03	fbd2	2	1.002	73.53
C2	03	fbd2	3	1.002	83.82
C2	03	fbd2	4	0.89572	96.33
C2	03	fbd2	5	0.88638	84.88
C2	03	fbd2	6	1.002	69.08
C2	03	fbd2	7	0.89828	87.59
C2	03	fbd2	8	0.88552	89.8
C2	03	fbd2	9	0.89572	85.91
C2	03	fbd2	10	0.89572	63.1
C2	03	fbd2	11	0.89828	79.5
C2	03	fbd2	12	1.002	73.64
C2	03	fbd2	13	1.002	99.01
C2	03	fbd2	14	1.002	83.24
C2	03	fbd2	15	1.002	73.13
C2	03	fbd2	16	0.89572	65.69
C2	03	fbd2	17	1.002	80.69
C2	03	fbd2	18	1.002	99.66
C2	03	fbd2	19	1.002	103.66
C2	03	fbd2	20	0.88382	91.91
C2	03	fbd2	21	1.002	78.02
C2	03	fbd2	22	0.775	720.04
C2	03	fbd2	23	0.92293	60.29
C2	03	fbd2	24	0.88552	96.35
C2	03	fbd2	25	0.88552	106.86
C2	03	fbd2	26	0.88552	100.68
C2	03	fbd2	27	1.002	99.8
C2	03	fbd2	28	0.89828	88.91
C2	03	fbd2	29	0.88808	89.67
C2	03	fbd2	30	1.002	85.77
C2	03	fbd3	1	0.89828	82.1
C2	03	fbd3	2	1.002	60.67
C2	03	fbd3	3	1.002	96.84
C2	03	fbd3	4	1.002	67.7
C2	03	fbd3	5	1.002	86.12
C2	03	fbd3	6	1.002	87.64
C2	03	fbd3	7	1.002	77.33
C2	03	fbd3	8	1.002	73.78
C2	03	fbd3	9	0.89572	124.9
C2	03	fbd3	10	0.89572	125.65
C2	03	fbd3	11	1.002	87.49
C2	03	fbd3	12	1.002	116.55
C2	03	fbd3	13	0.89572	102.58
C2	03	fbd3	14	0.88552	60.5
C2	03	fbd3	15	1.002	66.61
C2	03	fbd3	16	1.002	67.69
C2	03	fbd3	17	0.88552	66.37
C2	03	fbd3	18	0.92293	63.57
C2	03	fbd3	19	0.89828	79.62
C2	03	fbd3	20	1.002	76.73
C2	03	fbd3	21	1.002	78.55
C2	03	fbd3	22	0.88382	101.45
C2	03	fbd3	23	0.89572	67.97
C2	03	fbd3	24	0.89572	104.39
C2	03	fbd3	25	1.002	61.97
C2	03	fbd3	26	1.002	78.4
C2	03	fbd3	27	1.002	69.08
C2	03	fbd3	28	0.89828	113.68
C2	03	fbd3	29	0.92293	57.96
C2	03	fbd3	30	0.75715	720.52
C2	03	bd1	1	0.775	720.65
C2	03	bd1	2	0.88552	319.76
C2	03	bd1	3	1.002	430.83
C2	03	bd1	4	1.002	373.02
C2	03	bd1	5	1.002	353.04
C2	03	bd1	6	0.89572	432.27
C2	03	bd1	7	1.002	360.96
C2	03	bd1	8	0.92293	344.8
C2	03	bd1	9	1.002	282.35
C2	03	bd1	10	0.89572	273.49
C2	03	bd1	11	0.88382	361.32
C2	03	bd1	12	0.88382	248.65
C2	03	bd1	13	1.002	290.24
C2	03	bd1	14	1.002	334.83
C2	03	bd1	15	0.89572	353.37
C2	03	bd1	16	0.88382	367.59
C2	03	bd1	17	0.89572	338.04
C2	03	bd1	18	1.002	272.25
C2	03	bd1	19	0.88638	347.79
C2	03	bd1	20	1.002	271.02
C2	03	bd1	21	0.89572	254.57
C2	03	bd1	22	1.002	272.81
C2	03	bd1	23	0.775	720.19
C2	03	bd1	24	0.86087	386.0
C2	03	bd1	25	1.002	363.44
C2	03	bd1	26	1.002	260.89
C2	03	bd1	27	1.002	341.65
C2	03	bd1	28	0.89572	268.75
C2	03	bd1	29	0.92293	323.58
C2	03	bd1	30	1.002	283.48
C2	03	bd2	1	0.88638	343.48
C2	03	bd2	2	0.88382	412.3
C2	03	bd2	3	0.88382	478.46
C2	03	bd2	4	0.88808	592.17
C2	03	bd2	5	1.002	289.4
C2	03	bd2	6	0.92548	409.76
C2	03	bd2	7	0.7495	720.06
C2	03	bd2	8	0.89572	439.89
C2	03	bd2	9	0.89828	238.19
C2	03	bd2	10	1.002	293.99
C2	03	bd2	11	0.86087	280.93
C2	03	bd2	12	0.88552	366.24
C2	03	bd2	13	0.88552	353.95
C2	03	bd2	14	1.002	348.26
C2	03	bd2	15	1.002	380.05
C2	03	bd2	16	0.86087	412.45
C2	03	bd2	17	0.88382	412.25
C2	03	bd2	18	0.88552	321.83
C2	03	bd2	19	0.89828	383.68
C2	03	bd2	20	0.88808	324.33
C2	03	bd2	21	0.88638	339.36
C2	03	bd2	22	0.88552	357.65
C2	03	bd2	23	0.88638	323.91
C2	03	bd2	24	0.85747	331.35
C2	03	bd2	25	0.88382	391.62
C2	03	bd2	26	0.7495	720.6
C2	03	bd2	27	0.88382	345.35
C2	03	bd2	28	1.002	449.16
C2	03	bd2	29	0.88382	337.44
C2	03	bd2	30	0.70869	720.48
C2	03	bd3	1	0.85747	309.85
C2	03	bd3	2	1.002	422.35
C2	03	bd3	3	0.89828	299.31
C2	03	bd3	4	0.88382	450.66
C2	03	bd3	5	0.88043	500.66
C2	03	bd3	6	0.89572	418.11
C2	03	bd3	7	0.87362	329.4
C2	03	bd3	8	0.89572	218.25
C2	03	bd3	9	0.72059	720.93
C2	03	bd3	10	0.89828	349.85
C2	03	bd3	11	0.89572	341.17
C2	03	bd3	12	0.89572	311.63
C2	03	bd3	13	0.89572	372.67
C2	03	bd3	14	0.88382	477.03
C2	03	bd3	15	0.89572	537.03
C2	03	bd3	16	0.88382	555.76
C2	03	bd3	17	0.89828	279.75
C2	03	bd3	18	0.88382	309.51
C2	03	bd3	19	0.69338	720.37
C2	03	bd3	20	1.002	304.23
C2	03	bd3	21	0.89828	479.59
C2	03	bd3	22	0.88808	364.41
C2	03	bd3	23	0.88382	510.99
C2	03	bd3	24	0.775	720.11
C2	03	bd3	25	1.002	443.07
C2	03	bd3	26	0.7495	720.62
C2	03	bd3	27	0.88552	377.74
C2	03	bd3	28	1.002	305.53
C2	03	bd3	29	0.81156	350.83
C2	03	bd3	30	0.88808	313.47
C2	03	moeadls	1	0.39583	720.36
C2	03	moeadls	2	0.47744	720.02
C2	03	moeadls	3	0.56926	720.03
C2	03	moeadls	4	0.79966	720.03
C2	03	moeadls	5	0.56841	720.25
C2	03	moeadls	6	0.5225	720.7
C2	03	moeadls	7	0.78861	720.14
C2	03	moeadls	8	0.72059	720.04
C2	03	moeadls	9	0.78946	720.29
C2	03	moeadls	10	0.5123	720.23
C2	03	moeadls	11	0.85067	171.84
C2	03	moeadls	12	0.88552	113.24
C2	03	moeadls	13	0.78946	720.64
C2	03	moeadls	14	0.64492	720.28
C2	03	moeadls	15	0.85067	79.37
C2	03	moeadls	16	0.64237	720.01
C2	03	moeadls	17	0.70019	720.29
C2	03	moeadls	18	0.62197	720.03
C2	03	moeadls	19	0.83111	491.55
C2	03	moeadls	20	0.88043	126.0
C2	03	moeadls	21	0.36862	720.63
C2	03	moeadls	22	0.69423	720.66
C2	03	moeadls	23	0.8056	120.28
C2	03	moeadls	24	0.71294	720.52
C2	03	moeadls	25	0.83196	76.11
C2	03	moeadls	26	0.86087	123.16
C2	03	moeadls	27	0.85407	74.1
C2	03	moeadls	28	0.55566	720.71
C2	03	moeadls	29	0.86257	91.24
C2	03	moeadls	30	0.741	720.7
C2	04	fbd1	1	0.89903	127.53
C2	04	fbd1	2	0.89903	130.0
C2	04	fbd1	3	0.90158	139.84
C2	04	fbd1	4	0.90158	327.74
C2	04	fbd1	5	0.54413	720.33
C2	04	fbd1	6	0.89903	80.12
C2	04	fbd1	7	0.89903	107.84
C2	04	fbd1	8	0.40456	720.56
C2	04	fbd1	9	0.92626	124.17
C2	04	fbd1	10	0.89733	62.23
C2	04	fbd1	11	1.002	139.16
C2	04	fbd1	12	0.76627	720.01
C2	04	fbd1	13	0.9203	122.59
C2	04	fbd1	14	0.97391	77.39
C2	04	fbd1	15	0.89903	124.58
C2	04	fbd1	16	0.78669	720.1
C2	04	fbd1	17	0.97391	138.39
C2	04	fbd1	18	0.7969	720.01
C2	04	fbd1	19	0.59861	720.02
C2	04	fbd1	20	0.89903	402.13
C2	04	fbd1	21	0.85477	126.06
C2	04	fbd1	22	0.92626	122.66
C2	04	fbd1	23	0.7986	720.17
C2	04	fbd1	24	0.97391	85.27
C2	04	fbd1	25	0.94924	100.59
C2	04	fbd1	26	0.92881	155.64
C2	04	fbd1	27	0.92881	148.88
C2	04	fbd1	28	0.87094	97.17
C2	04	fbd1	29	0.97391	88.55
C2	04	fbd1	30	0.8837	133.02
C2	04	fbd2	1	0.96881	78.22
C2	04	fbd2	2	0.78669	720.64
C2	04	fbd2	3	0.92626	147.97
C2	04	fbd2	4	0.78243	720.18
C2	04	fbd2	5	0.94924	126.67
C2	04	fbd2	6	0.83349	110.54
C2	04	fbd2	7	0.91009	126.51
C2	04	fbd2	8	0.94924	153.06
C2	04	fbd2	9	1.002	141.67
C2	04	fbd2	10	0.60286	720.64
C2	04	fbd2	11	0.92626	113.87
C2	04	fbd2	12	0.90158	132.52
C2	04	fbd2	13	0.97391	112.48
C2	04	fbd2	14	0.63179	720.17
C2	04	fbd2	15	0.92881	108.43
C2	04	fbd2	16	0.62669	720.04
C2	04	fbd2	17	0.85648	196.64
C2	04	fbd2	18	0.57733	720.02
C2	04	fbd2	19	0.89903	142.21
C2	04	fbd2	20	0.77818	720.53
C2	04	fbd2	21	1.002	149.77
C2	04	fbd2	22	0.90158	181.57
C2	04	fbd2	23	0.92626	194.25
C2	04	fbd2	24	0.59861	720.15
C2	04	fbd2	25	0.97391	177.76
C2	04	fbd2	26	0.79605	720.04
C2	04	fbd2	27	0.94924	98.84
C2	04	fbd2	28	0.89903	219.01
C2	04	fbd2	29	0.95179	88.91
C2	04	fbd2	30	0.64456	720.01
C2	04	fbd3	1	0.7586	720.09
C2	04	fbd3	2	0.89903	173.09
C2	04	fbd3	3	0.94924	127.75
C2	04	fbd3	4	0.97391	110.79
C2	04	fbd3	5	0.97391	101.34
C2	04	fbd3	6	0.78669	720.01
C2	04	fbd3	7	0.94924	163.75
C2	04	fbd3	8	0.97391	145.17
C2	04	fbd3	9	0.90158	243.17
C2	04	fbd3	10	0.89903	160.08
C2	04	fbd3	11	0.94924	161.59
C2	04	fbd3	12	0.8803	141.62
C2	04	fbd3	13	0.97391	367.2
C2	04	fbd3	14	0.97391	117.47
C2	04	fbd3	15	0.94924	93.05
C2	04	fbd3	16	0.68116	720.08
C2	04	fbd3	17	0.91264	147.04
C2	04	fbd3	18	0.89903	132.48
C2	04	fbd3	19	0.60712	720.5
C2	04	fbd3	20	0.92626	111.0
C2	04	fbd3	21	0.97391	171.56
C2	04	fbd3	22	0.97391	99.17
C2	04	fbd3	23	0.81733	138.1
C2	04	fbd3	24	0.97391	163.67
C2	04	fbd3	25	0.94924	90.16
C2	04	fbd3	26	0.94924	128.5
C2	04	fbd3	27	0.80115	103.89
C2	04	fbd3	28	0.97391	102.0
C2	04	fbd3	29	0.92881	145.19
C2	04	fbd3	30	0.89903	270.04
C2	04	bd1	1	0.91009	473.56
C2	04	bd1	2	1.002	340.88
C2	04	bd1	3	1.002	424.62
C2	04	bd1	4	0.8803	341.75
C2	04	bd1	5	0.97391	284.19
C2	04	bd1	6	0.90158	444.43
C2	04	bd1	7	0.92626	337.83
C2	04	bd1	8	0.97391	508.51
C2	04	bd1	9	0.89903	438.15
C2	04	bd1	10	0.97391	408.61
C2	04	bd1	11	0.89903	299.0
C2	04	bd1	12	0.89903	398.76
C2	04	bd1	13	0.9203	382.55
C2	04	bd1	14	0.94669	478.05
C2	04	bd1	15	0.92626	398.5
C2	04	bd1	16	0.62754	720.44
C2	04	bd1	17	0.90158	683.49
C2	04	bd1	18	1.002	432.38
C2	04	bd1	19	0.95179	417.16
C2	04	bd1	20	0.92626	509.36
C2	04	bd1	21	0.92626	423.37
C2	04	bd1	22	0.79605	720.58
C2	04	bd1	23	0.81562	347.67
C2	04	bd1	24	0.97391	349.23
C2	04	bd1	25	0.74073	720.17
C2	04	bd1	26	0.97391	397.9
C2	04	bd1	27	0.90158	298.46
C2	04	bd1	28	0.89903	493.16
C2	04	bd1	29	0.60967	720.09
C2	04	bd1	30	0.97391	472.76
C2	04	bd2	1	0.7569	720.01
C2	04	bd2	2	0.49307	720.23
C2	04	bd2	3	0.58158	720.64
C2	04	bd2	4	0.65392	720.01
C2	04	bd2	5	0.47606	720.23
C2	04	bd2	6	0.78328	720.66
C2	04	bd2	7	0.9203	274.96
C2	04	bd2	8	0.62243	720.11
C2	04	bd2	9	0.46499	720.81
C2	04	bd2	10	0.5935	721.87
C2	04	bd2	11	0.87434	497.61
C2	04	bd2	12	0.62158	720.57
C2	04	bd2	13	0.89136	667.65
C2	04	bd2	14	0.56201	720.03
C2	04	bd2	15	0.8803	382.95
C2	04	bd2	16	0.63435	720.16
C2	04	bd2	17	0.40542	720.66
C2	04	bd2	18	0.48371	724.0
C2	04	bd2	19	0.51861	720.44
C2	04	bd2	20	0.87945	366.26
C2	04	bd2	21	0.73648	720.69
C2	04	bd2	22	0.39265	720.46
C2	04	bd2	23	0.25478	720.04
C2	04	bd2	24	0.83349	662.66
C2	04	bd2	25	0.69903	720.72
C2	04	bd2	26	0.7186	720.01
C2	04	bd2	27	0.82754	463.19
C2	04	bd2	28	0.89903	599.66
C2	04	bd2	29	0.78243	720.43
C2	04	bd2	30	0.66328	720.13
C2	04	bd3	1	0.58669	720.53
C2	04	bd3	2	0.15862	720.3
C2	04	bd3	3	0.59606	720.63
C2	04	bd3	4	0.37734	720.08
C2	04	bd3	5	0.60712	722.88
C2	04	bd3	6	0.62584	720.03
C2	04	bd3	7	0.8803	337.6
C2	04	bd3	8	0.77648	720.04
C2	04	bd3	9	0.85137	570.42
C2	04	bd3	10	0.28798	724.5
C2	04	bd3	11	0.81477	597.94
C2	04	bd3	12	0.47946	720.18
C2	04	bd3	13	0.89903	436.97
C2	04	bd3	14	0.58413	720.74
