Instance & Avg Front Size & Avg uHV & Time (80.0\%) \\
C101 & 1.0 & 1.002 & 229.4\\
C102 & 1.0 & 0.9576 & 315.3\\
C103 & 1.2 & 0.9941 & 393.1\\
C104 & 1.8 & 0.8787 & 522.4\\
C105 & 1.0 & 1.002 & 254.5\\
C106 & 1.0 & 1.002 & 234.3\\
C107 & 1.0 & 0.9928 & 282.9\\
C108 & 1.0 & 0.9895 & 311.4\\
C109 & 1.0 & 0.9752 & 308.1\\
C201 & 1.0 & 1.002 & 196.7\\
C202 & 1.0 & 0.9857 & 303.3\\
C203 & 1.0 & 0.9361 & 351.7\\
C204 & 1.0 & 0.9018 & 455.5\\
C205 & 1.0 & 0.9904 & 277.2\\
C206 & 1.0 & 1.002 & 306.7\\
C207 & 1.0 & 1.002 & 288.5\\
C208 & 1.0 & 1.002 & 316.3\\
R101 & 62.0 & 0.907 & 279.8\\
R102 & 46.9 & 0.9068 & 314.3\\
R103 & 22.1 & 0.8992 & 466.4\\
R104 & 6.7 & 0.8808 & 532.6\\
R105 & 11.5 & 0.8882 & 366.9\\
R106 & 8.5 & 0.8641 & 440.7\\
R107 & 5.0 & 0.795 & 621.3\\
R108 & 2.0 & 0.8658 & 527.0\\
R109 & 1.5 & 0.8244 & 493.4\\
R110 & 1.5 & 0.8068 & 554.2\\
R111 & 1.6 & 0.7625 & 640.9\\
R112 & 1.0 & 0.8167 & 549.4\\
R201 & 47.0 & 0.8389 & 468.5\\
R202 & 39.6 & 0.8394 & 495.5\\
R203 & 28.3 & 0.8179 & 608.7\\
R204 & 10.9 & 0.7597 & 659.1\\
R205 & 21.6 & 0.8313 & 501.4\\
R206 & 22.0 & 0.8413 & 568.8\\
R207 & 14.7 & 0.7795 & 652.4\\
R208 & 5.1 & 0.7774 & 631.7\\
R209 & 11.6 & 0.7733 & 696.2\\
R210 & 17.3 & 0.8315 & 586.1\\
R211 & 1.0 & 0.7338 & 634.3\\
