Instance & Avg Front Size & Avg uHV & TTR (80.0\%) \\
C101 & 1.0 & 1.002 & 57.3\\
C102 & 1.1 & 0.9853 & 123.5\\
C103 & 1.4 & 0.9815 & 188.7\\
C104 & 1.7 & 0.9058 & 333.2\\
C105 & 1.0 & 0.9858 & 119.0\\
C106 & 1.0 & 1.002 & 69.2\\
C107 & 1.0 & 0.9663 & 151.7\\
C108 & 1.0 & 0.9642 & 166.9\\
C109 & 1.0 & 0.9449 & 181.1\\
C201 & 1.0 & 1.002 & 32.8\\
C202 & 1.0 & 0.9922 & 106.1\\
C203 & 1.0 & 0.9369 & 109.1\\
C204 & 1.0 & 0.8485 & 326.3\\
C205 & 1.0 & 0.9881 & 48.4\\
C206 & 1.0 & 1.002 & 58.5\\
C207 & 1.0 & 1.002 & 48.3\\
C208 & 1.0 & 1.002 & 55.1\\
R101 & 71.7 & 0.9147 & 64.3\\
R102 & 45.4 & 0.9218 & 138.1\\
R103 & 23.5 & 0.9361 & 286.4\\
R104 & 5.9 & 0.9192 & 339.8\\
R105 & 12.3 & 0.9416 & 164.7\\
R106 & 6.5 & 0.8962 & 251.7\\
R107 & 5.9 & 0.8558 & 488.3\\
R108 & 1.8 & 0.8855 & 363.4\\
R109 & 1.2 & 0.912 & 249.4\\
R110 & 1.1 & 0.8436 & 362.5\\
R111 & 2.0 & 0.8483 & 431.9\\
R112 & 1.0 & 0.8357 & 512.3\\
R201 & 51.5 & 0.8532 & 234.1\\
R202 & 45.1 & 0.863 & 278.3\\
R203 & 34.6 & 0.8589 & 340.3\\
R204 & 13.0 & 0.805 & 549.0\\
R205 & 19.8 & 0.8354 & 434.3\\
R206 & 22.2 & 0.8624 & 359.1\\
R207 & 19.1 & 0.8327 & 432.3\\
R208 & 5.0 & 0.8084 & 540.2\\
R209 & 12.1 & 0.8108 & 526.2\\
R210 & 20.6 & 0.8569 & 387.3\\
R211 & 1.0 & 0.7889 & 535.9\\
