Instance & Avg Front Size & Avg uHV & Time (80.0\%) \\
C101 & 1.0 & 1.002 & 197.1\\
C102 & 1.0 & 0.9797 & 362.6\\
C103 & 2.0 & 0.7124 & 614.6\\
C104 & 2.8 & 0.5878 & 702.9\\
C105 & 1.0 & 0.9889 & 248.7\\
C106 & 1.0 & 1.002 & 255.5\\
C107 & 1.0 & 0.9618 & 324.6\\
C108 & 1.0 & 0.9249 & 424.8\\
C109 & 1.0 & 0.8023 & 505.5\\
C201 & 1.0 & 1.002 & 171.0\\
C202 & 1.0 & 1.002 & 308.1\\
C203 & 1.1 & 0.8898 & 404.0\\
C204 & 1.4 & 0.6635 & 658.9\\
C205 & 1.0 & 0.973 & 259.8\\
C206 & 1.0 & 0.9778 & 372.1\\
C207 & 1.0 & 0.9698 & 332.0\\
C208 & 1.1 & 0.9867 & 371.7\\
R101 & 70.6 & 0.9111 & 229.7\\
R102 & 45.0 & 0.9106 & 296.8\\
R103 & 23.4 & 0.8992 & 457.0\\
R104 & 6.3 & 0.8807 & 533.4\\
R105 & 13.9 & 0.9064 & 299.6\\
R106 & 8.0 & 0.8781 & 406.5\\
R107 & 5.1 & 0.8275 & 602.9\\
R108 & 1.5 & 0.8511 & 532.8\\
R109 & 1.4 & 0.877 & 450.8\\
R110 & 1.3 & 0.849 & 496.6\\
R111 & 1.9 & 0.8089 & 583.4\\
R112 & 1.0 & 0.8035 & 559.9\\
R201 & 52.2 & 0.8431 & 376.4\\
R202 & 42.1 & 0.8491 & 457.3\\
R203 & 31.2 & 0.8193 & 600.0\\
R204 & 11.9 & 0.7519 & 679.7\\
R205 & 22.3 & 0.8327 & 509.6\\
R206 & 22.9 & 0.8385 & 534.9\\
R207 & 16.4 & 0.8053 & 622.5\\
R208 & 6.5 & 0.7904 & 605.5\\
R209 & 12.6 & 0.7759 & 648.0\\
R210 & 20.5 & 0.8296 & 555.0\\
R211 & 1.0 & 0.7681 & 618.9\\
