Instance & Avg Front Size & Avg uHV & Time (80.0\%) \\
C101 & 1.0 & 1.002 & 55.4\\
C102 & 1.0 & 1.002 & 124.6\\
C103 & 1.4 & 0.9651 & 212.9\\
C104 & 2.0 & 0.8135 & 451.9\\
C105 & 1.0 & 1.002 & 90.7\\
C106 & 1.0 & 1.002 & 72.1\\
C107 & 1.0 & 0.9484 & 190.5\\
C108 & 1.0 & 0.9721 & 176.0\\
C109 & 1.0 & 0.9344 & 159.7\\
C201 & 1.0 & 1.002 & 38.4\\
C202 & 1.0 & 1.002 & 51.7\\
C203 & 1.0 & 0.9161 & 87.3\\
C204 & 1.1 & 0.8626 & 273.4\\
C205 & 1.0 & 0.9904 & 53.1\\
C206 & 1.0 & 1.002 & 54.5\\
C207 & 1.0 & 1.002 & 55.0\\
C208 & 1.0 & 1.002 & 56.9\\
R101 & 84.4 & 0.9097 & 63.9\\
R102 & 52.2 & 0.9202 & 121.3\\
R103 & 27.8 & 0.9221 & 247.9\\
R104 & 6.4 & 0.873 & 371.4\\
R105 & 13.0 & 0.9245 & 138.4\\
R106 & 8.7 & 0.8838 & 231.0\\
R107 & 5.5 & 0.8421 & 453.8\\
R108 & 1.7 & 0.8791 & 292.3\\
R109 & 1.3 & 0.8955 & 248.7\\
R110 & 1.4 & 0.8175 & 444.8\\
R111 & 1.7 & 0.8223 & 448.8\\
R112 & 1.0 & 0.7856 & 527.9\\
R201 & 58.0 & 0.8457 & 237.8\\
R202 & 55.1 & 0.8642 & 244.6\\
R203 & 36.2 & 0.8511 & 345.0\\
R204 & 14.2 & 0.7951 & 558.4\\
R205 & 25.7 & 0.8337 & 375.8\\
R206 & 27.2 & 0.8779 & 292.4\\
R207 & 23.6 & 0.8198 & 503.8\\
R208 & 6.6 & 0.783 & 526.0\\
R209 & 13.6 & 0.8037 & 548.5\\
R210 & 24.8 & 0.8547 & 369.5\\
R211 & 1.0 & 0.7629 & 530.7\\
